GalaxyID,SDSS_petromag_abs_u_kcorr_dustcorr,MPAJHU_MEDIAN_MASS
317039,1.9829998016357422,10.093919
534725,1.755000114440918,10.649242
647589,2.61299991607666,10.696255
424660,1.8489999771118164,10.159444
154824,1.5159988403320312,9.688836
879640,2.506000518798828,10.259354
581690,2.11199951171875,10.1108
862730,2.480998992919922,10.200522
101324,1.864999771118164,9.813623
771735,2.3939990997314453,9.714272
941104,1.5450000762939453,9.018893
718633,2.3299999237060547,10.990878
158199,2.7819995880126953,10.203512
301036,1.8040008544921875,10.38638
379963,2.565000534057617,10.241533
299134,2.3369998931884766,11.219009
778848,2.5839996337890625,9.959594
168225,2.0920000076293945,10.793868
674646,1.7849998474121094,9.978488
879608,2.644001007080078,10.801086
431068,1.7340011596679688,9.318108
150477,2.3069992065429688,9.793001
893706,1.4080009460449219,9.641614
211608,2.4870004653930664,10.771561
702845,2.447000503540039,9.603526
697246,2.0289993286132812,10.532926
111658,1.7430000305175781,9.393412
594127,2.6889991760253906,9.962385
183976,2.5169992446899414,10.468343
378175,1.2529983520507812,9.354388
432088,1.9670000076293945,10.746079
620974,2.701000213623047,9.431654
189090,1.4369993209838867,10.002515
236609,2.408000946044922,10.390022
417729,1.5730009078979492,9.890549
558268,2.5940017700195312,10.030213
308015,2.474000930786133,10.392351
336491,2.7100000381469727,10.808948
629937,1.885000228881836,9.246554
727395,2.1630001068115234,10.192922
962399,2.2579994201660156,9.894678
421642,2.464998245239258,10.192991
968718,2.1130008697509766,10.222343
738958,2.631000518798828,11.0664015
927529,1.9829998016357422,9.771194
171301,1.8360004425048828,9.815292
588434,1.2309999465942383,9.585593
151039,2.7570009231567383,10.679799
672411,2.704000473022461,10.713347
673401,2.325000762939453,10.220932
890231,1.773000717163086,9.93032
554241,2.6380138397216797,10.424845
786908,2.456000328063965,10.62087
380767,2.49899959564209,10.54057
992771,1.730001449584961,9.624647
655590,1.476999282836914,9.376947
411295,2.2880001068115234,10.453383
161631,2.4639997482299805,10.104306
495582,1.8689994812011719,9.63109
413202,1.4449996948242188,9.932831
686666,2.2250003814697266,10.991708
470122,2.7170000076293945,11.112859
133289,2.4629993438720703,9.751263
426353,2.3069992065429688,10.374281
394972,2.947999954223633,10.648081
138215,2.141000747680664,9.878364
346380,2.3060007095336914,9.979421
938416,1.7800006866455078,9.413457
372070,3.0480003356933594,9.466548
518108,1.0830001831054688,8.933924
771850,2.3999996185302734,11.037947
202488,2.5419998168945312,10.443438
225337,2.584000587463379,11.196533
200173,1.851999282836914,8.861071
528045,1.8569984436035156,9.45688
186546,1.8869991302490234,10.880793
537107,2.2589988708496094,9.366701
198344,2.904001235961914,9.889703
141110,1.8280000686645508,10.379484
921462,1.8200006484985352,10.133402
596767,2.5900001525878906,10.262682
920453,2.4419994354248047,10.158114
499023,2.8610000610351562,11.07473
827402,1.6190004348754883,10.123849
931832,2.3299989700317383,10.611864
283395,3.0059986114501953,10.648956
470925,1.989999771118164,9.852182
681353,2.1590003967285156,9.926146
497234,2.2039995193481445,10.864935
762760,2.158000946044922,10.062688
905939,2.3109989166259766,10.912472
722031,1.3959999084472656,10.266801
923335,2.6560001373291016,10.692106
501493,1.9930000305175781,9.962556
361163,2.3600006103515625,9.756774
961738,1.5240001678466797,9.658705
206012,17.855000495910645,10.208154
936174,2.667999267578125,10.306514
655710,2.154998779296875,9.88824
466932,2.587000846862793,11.242418
623969,2.0810012817382812,9.815654
861339,1.391000747680664,9.323641
952202,1.574000358581543,10.312351
404992,1.6170005798339844,9.726598
832583,1.8400001525878906,9.7324295
566044,2.4739990234375,10.001776
580696,1.2030010223388672,9.313116
113655,1.6209993362426758,10.029786
516183,1.4629993438720703,9.47359
501284,1.8839988708496094,9.469066
543160,1.7889995574951172,9.829396
814434,1.5950002670288086,10.262925
513879,2.7690000534057617,10.725933
496509,2.081000328063965,10.49595
552595,2.289999008178711,9.869272
943054,1.5949993133544922,9.958841
707362,1.7560005187988281,10.417862
877091,1.6150007247924805,10.408404
951507,2.174999237060547,10.308117
528385,2.052999496459961,9.793003
443487,2.3629989624023438,9.551525
759647,2.437999725341797,10.401758
317463,2.1660003662109375,9.974894
554391,1.8629999160766602,9.897526
255538,2.3400001525878906,9.878726
942524,1.6539993286132812,9.478495
534903,1.3579998016357422,9.325464
922631,1.5279998779296875,9.641291
628557,1.7410001754760742,10.737671
233138,2.3800010681152344,9.613657
199080,2.1190004348754883,10.623522
217779,1.601999282836914,10.458624
457786,3.1059999465942383,10.763304
745540,1.9510002136230469,10.182919
552424,2.9300003051757812,10.05066
767169,1.4510002136230469,8.829939
845533,1.7779998779296875,9.874186
711601,2.289999008178711,9.692804
291656,2.6949996948242188,11.153823
186719,1.5970001220703125,9.441846
656155,2.5709991455078125,10.279631
206315,1.5450000762939453,9.391302
585212,2.0889997482299805,10.333649
494097,1.7079992294311523,10.239965
627315,1.779001235961914,9.284167
195565,2.6520004272460938,10.780356
961427,2.2280006408691406,9.691894
309401,2.335000991821289,9.784203
698328,1.8309993743896484,10.048325
805430,1.8590002059936523,10.511023
151545,2.282999038696289,9.811179
661923,2.332000732421875,9.650961
736905,2.435000419616699,10.138317
238795,2.522000312805176,10.039328
757980,2.6939992904663086,11.219206
787960,1.8400001525878906,10.158434
201583,1.6359996795654297,9.795068
536538,2.559999465942383,10.766993
793574,2.7609987258911133,10.632282
160966,2.227999687194824,10.980366
739760,2.5530004501342773,10.626096
337770,2.319000244140625,9.855891
660108,1.5860004425048828,9.802678
624683,2.3610000610351562,9.686363
557037,2.3470001220703125,10.445657
783405,2.682999610900879,10.913972
297534,1.7010002136230469,9.585792
356245,2.180999755859375,9.663493
480734,1.6660003662109375,9.606149
165449,1.827000617980957,9.807989
122240,2.1819992065429688,10.913907
883121,1.9779996871948242,10.933805
621145,2.478999137878418,10.166551
361799,2.048999786376953,9.508151
501005,2.2899999618530273,10.634021
904622,1.4169998168945312,9.033001
791637,2.533000946044922,10.379092
372132,2.453000068664551,10.644238
898226,1.8420000076293945,10.640754
531613,2.265000343322754,11.076777
393876,1.6030006408691406,9.80231
834349,2.491999626159668,10.421368
909624,3.0550003051757812,10.97718
635472,2.5829992294311523,10.638064
926361,2.3959999084472656,10.552728
941929,1.5659990310668945,10.284048
945755,1.8299999237060547,10.743685
791849,2.7180004119873047,10.67722
735454,1.4449996948242188,8.85216
255961,2.6123437881469727,10.48829
373606,2.4230003356933594,10.657532
798250,2.4870004653930664,10.207805
740800,1.7189998626708984,9.986929
633218,1.2539987564086914,9.984821
891342,1.2760009765625,9.529697
780767,2.2479991912841797,9.897975
404151,1.6450004577636719,10.0808325
226322,2.684000015258789,9.618632
755943,1.8390007019042969,9.211784
419679,2.835000991821289,10.738118
409111,1.5829992294311523,10.098056
707584,2.6459999084472656,9.955755
699325,2.1040000915527344,10.030307
144704,2.1220006942749023,10.435867
796512,2.200000762939453,10.532007
186308,2.5830001831054688,10.385172
795035,2.180999755859375,9.681962
943226,2.341000556945801,10.569899
307156,2.23699951171875,10.6243925
570588,2.423999786376953,9.875883
676019,2.118999481201172,10.485949
610382,2.7019996643066406,10.776729
570795,1.7110004425048828,9.679966
573774,2.51300048828125,10.94542
345121,2.7119998931884766,10.775847
595792,2.679999351501465,10.9388685
678356,1.858999252319336,9.637528
663581,2.469000816345215,10.601245
573397,1.8040008544921875,9.575837
578574,2.456000328063965,11.245222
186271,2.469999313354492,10.179009
925134,2.285999298095703,9.786157
939899,1.684000015258789,9.419061
529963,2.525999069213867,10.108927
792014,2.0190000534057617,10.657988
125797,2.261000633239746,10.812964
169150,1.5400009155273438,9.856144
818763,2.0849990844726562,9.608188
902060,1.7259998321533203,10.112832
776044,2.2559986114501953,9.731093
878265,2.3249988555908203,9.26525
883778,1.579000473022461,9.599548
542033,1.3549995422363281,8.85165
540473,1.952000617980957,10.560154
188550,2.1949996948242188,10.296689
977862,1.9429998397827148,10.445853
976758,1.6569995880126953,9.512823
457448,2.4860000610351562,10.167871
233977,1.7139997482299805,10.084428
640318,2.654001235961914,10.072637
118323,1.2829999923706055,9.364234
288793,1.904998779296875,10.140726
623465,2.5209999084472656,10.186557
344389,2.268000602722168,10.37976
361340,2.116999626159668,9.791606
649120,1.8640003204345703,10.750768
989380,2.0299997329711914,10.739722
243106,2.628000259399414,10.662014
941194,2.4629993438720703,10.028288
817377,2.777998924255371,11.353403
170144,2.753999710083008,10.91141
772640,2.4810009002685547,10.787653
481897,2.8740005493164062,9.384387
361322,2.3959999084472656,10.515265
337603,1.6510009765625,9.816902
276197,2.642000198364258,10.093229
426194,1.2689990997314453,9.268228
154549,1.182999610900879,9.650785
515634,2.879000663757324,11.030695
713765,2.0749998092651367,10.584755
762782,1.963998794555664,9.572472
125439,1.9080009460449219,9.200268
168558,2.045999526977539,10.224138
450862,2.4750003814697266,10.874734
110217,3.9340009689331055,10.014296
435155,1.4160003662109375,9.618477
328084,2.298999786376953,10.0611515
752093,2.4159984588623047,10.18605
702052,1.302999496459961,9.240955
691901,2.4069995880126953,10.145229
997342,1.1070003509521484,8.773538
856342,1.4780006408691406,9.80088
520911,1.5810012817382812,9.31582
721337,3.505000114440918,10.4788685
691782,1.7049999237060547,9.614932
725324,2.27500057220459,10.701791
833045,1.5450000762939453,9.607498
417601,1.9009990692138672,9.392145
652433,2.636000633239746,10.670455
556482,1.9390010833740234,10.39992
977967,1.7189998626708984,9.763754
461541,2.3409996032714844,9.715338
661082,1.7119998931884766,9.631145
309090,1.4050006866455078,9.66366
820523,2.463001251220703,10.052152
662628,2.706998825073242,10.502909
889384,2.5490007400512695,10.696223
656930,1.7910003662109375,9.918986
434162,2.2940006256103516,9.805698
797773,2.5929994583129883,10.688315
187358,2.206000328063965,10.648786
259498,1.8400001525878906,9.248578
978749,2.1610002517700195,10.5102625
634391,1.0839996337890625,8.907321
664207,1.8479995727539062,9.356075
789398,2.7259998321533203,10.51591
358083,2.618000030517578,11.100854
718087,1.4069995880126953,9.574776
675549,1.8010005950927734,9.680033
482360,2.628000259399414,10.3091345
227724,2.4339990615844727,10.304009
432099,1.8759994506835938,10.637057
852197,2.4490013122558594,10.037592
734997,2.49899959564209,10.483559
521311,1.7379999160766602,9.804841
169023,1.5550003051757812,9.677892
179049,1.7259998321533203,10.159608
187820,2.2250003814697266,9.721296
365067,1.7980003356933594,9.151915
387827,1.48699951171875,10.30313
655272,2.4049997329711914,11.1561985
296636,2.522998809814453,9.784744
736116,1.5809993743896484,9.497016
635929,5.989999771118164,9.620435
447343,1.5889997482299805,9.535879
808055,2.6830005645751953,10.430304
906284,2.1259994506835938,10.026167
805880,2.253999710083008,10.095065
828176,2.508000373840332,10.642303
688423,2.3829994201660156,10.415754
779514,2.616999626159668,10.957475
273898,1.6469993591308594,9.624868
551257,2.395000457763672,10.187973
345080,1.5599994659423828,9.319469
230141,1.4710006713867188,9.679317
928141,2.7360000610351562,10.379134
688242,2.2870006561279297,10.28399
451209,1.8790006637573242,10.161165
712741,1.4790010452270508,9.841288
341426,1.6159992218017578,10.050563
442582,5.331999778747559,10.665212
547504,1.8560009002685547,9.818629
894910,2.5989990234375,10.253513
957684,2.5628480911254883,10.715199
331072,1.5679998397827148,10.547464
574027,2.2919998168945312,9.665881
653160,3.3480005264282227,10.914039
798490,2.4790000915527344,10.429826
115838,2.719999313354492,10.470992
741331,2.697000503540039,10.089972
673227,2.628999710083008,10.646262
205605,2.5929994583129883,11.232867
811994,1.4009990692138672,10.328696
262570,2.154001235961914,9.750639
849211,2.5479984283447266,9.990914
853817,2.567000389099121,10.838631
102804,2.5450000762939453,10.867048
398030,1.2239999771118164,9.77592
354638,1.3699989318847656,8.880017
859252,2.430999755859375,10.663777
385453,1.83599853515625,10.0281925
946342,1.9330005645751953,9.872878
391427,2.8919992446899414,10.734045
964064,2.576000213623047,9.858464
357399,1.7789993286132812,9.677397
952648,2.4200000762939453,10.036874
263338,1.552999496459961,9.464305
314642,2.1649999618530273,10.768512
864498,2.557999610900879,11.088048
196756,2.62600040435791,10.748537
984486,2.285999298095703,10.694292
515261,2.216000556945801,10.773434
212288,2.8289995193481445,10.83151
154816,2.091000556945801,10.836702
671990,2.395998954772949,11.286784
542071,1.5049991607666016,8.991213
683509,2.5229997634887695,10.749308
323987,2.1770009994506836,10.174507
887378,1.7859992980957031,9.609874
141392,2.125,9.536687
406872,2.8239994049072266,10.926804
509524,2.0939998626708984,9.28792
927128,2.4950008392333984,10.679215
248738,2.1669998168945312,9.991662
470984,2.112001419067383,9.545506
635701,2.3159990310668945,10.891232
367998,1.9320011138916016,9.661392
817142,1.7259998321533203,10.375597
239945,6.618999481201172,10.105291
733336,1.3429985046386719,8.704697
422414,2.131999969482422,9.8711605
359796,2.5939998626708984,10.155707
680527,2.1244077682495117,10.506613
353392,2.495999336242676,10.787879
927410,0.7220001220703125,9.994387
593995,1.8000001907348633,10.367469
903101,2.7470006942749023,10.824619
500757,2.819000244140625,10.372877
990430,1.5670013427734375,9.334572
299598,2.673999786376953,10.238906
671519,1.4320001602172852,10.061293
822119,2.378000259399414,10.630829
790192,1.7359981536865234,9.924578
237494,2.636000633239746,10.502954
360196,2.017000198364258,9.995761
840651,2.2880001068115234,9.6344385
652584,2.7099990844726562,10.5299225
420736,1.8740005493164062,10.259617
550886,1.7779998779296875,10.713697
181397,1.9400005340576172,9.708981
960060,2.9970006942749023,10.860429
570597,2.0530004501342773,10.396341
716889,2.2259998321533203,10.848918
249117,2.1100006103515625,9.89863
865899,1.462000846862793,9.660266
854840,1.8689994812011719,10.373365
539225,1.398000717163086,9.887478
446377,2.756000518798828,11.258757
577655,2.309000015258789,9.556638
801851,2.044999122619629,9.66069
890882,2.648000717163086,10.36909
831743,2.5369997024536133,10.571504
845206,2.668001174926758,10.856961
560244,1.3250007629394531,9.786183
390334,1.5450000762939453,9.577829
613012,2.5450000762939453,9.250994
511208,2.216001510620117,9.159671
210803,2.1250009536743164,10.568558
557381,2.390000343322754,10.340291
880260,2.3040008544921875,10.15763
529340,1.2410011291503906,9.028179
425572,2.62399959564209,10.502474
471501,2.4689998626708984,10.195733
401426,1.9630002975463867,11.042979
384913,1.2080001831054688,8.937862
286194,2.004000663757324,10.881958
595720,2.2080001831054688,10.071159
362433,2.0,10.11792
161632,1.5599994659423828,9.049617
890712,1.9110002517700195,10.563589
828350,2.427999496459961,10.070851
861117,2.7559995651245117,11.269151
417368,2.4880008697509766,9.857818
856160,2.168001174926758,9.827531
950321,2.2790002822875977,10.324231
246821,1.4350013732910156,9.43683
209611,2.3069992065429688,10.118209
175604,2.1690006256103516,10.4861765
918704,1.9250001907348633,10.358793
209240,1.5680007934570312,9.856362
513003,2.3349990844726562,9.874091
739747,1.6519994735717773,10.422335
613764,1.9990005493164062,10.225284
876616,1.2940006256103516,9.91652
698189,2.6139984130859375,10.486577
194389,2.4389991760253906,10.096962
935848,1.9610004425048828,9.956335
922210,2.2779998779296875,9.744017
459512,1.984999656677246,10.01527
785923,2.239999771118164,10.10139
850573,1.6120004653930664,9.611341
281584,1.7010002136230469,10.488257
224508,1.9559993743896484,9.989721
766870,1.5809993743896484,10.343679
498737,2.01200008392334,10.369888
341671,2.5630016326904297,9.845852
559047,2.5709991455078125,10.205868
323236,1.9519996643066406,10.013671
463382,1.5979995727539062,9.452332
371566,2.412999153137207,10.679581
488790,1.9370002746582031,9.948662
427775,2.1169986724853516,10.245745
547377,3.038999557495117,10.530716
370405,1.8479986190795898,10.163135
867936,1.8179988861083984,10.328702
745504,2.5809993743896484,10.222045
366067,2.3650007247924805,11.075298
809403,1.516000747680664,9.004815
384297,1.8260002136230469,10.070283
975815,1.6569995880126953,9.716024
797430,1.9539995193481445,10.459353
848893,1.6230010986328125,9.725545
637414,2.4809999465942383,10.642109
267842,2.0419998168945312,9.942749
949595,2.0420007705688477,10.705347
306393,2.3430004119873047,9.929306
219416,2.341999053955078,9.998968
481726,1.769998550415039,9.590088
412535,1.9079999923706055,10.190857
924319,3.3389997482299805,10.764484
709491,2.634000778198242,10.403379
707702,2.6059999465942383,11.128314
506409,1.539999008178711,10.011416
824040,2.1389999389648438,11.248638
352866,2.203001022338867,9.753497
998645,2.3620004653930664,10.703553
826143,1.8950004577636719,10.928166
250849,2.451000213623047,10.1512985
935727,2.802000045776367,10.919134
607738,2.2930002212524414,10.685498
981245,2.3570003509521484,10.138887
660279,2.463998794555664,9.971142
467063,1.5650005340576172,9.347884
495578,1.4907112121582031,9.993189
154409,1.5719995498657227,9.83862
559725,1.447000503540039,9.204681
787908,2.161001205444336,9.750883
806098,1.6820001602172852,10.2286215
218655,2.2750015258789062,9.623781
976571,1.25,9.557065
232852,2.309000015258789,10.244625
174741,1.5729999542236328,9.626298
527578,2.2449989318847656,10.22991
116328,1.5560007095336914,9.8735
788456,2.508999824523926,11.071786
107055,1.5750007629394531,9.758045
522318,1.8020000457763672,9.981645
718537,2.3299999237060547,9.751664
887559,1.8970012664794922,9.657501
660582,1.4510002136230469,9.554019
977664,2.831998825073242,11.055022
878967,2.7039995193481445,11.493382
762006,2.8080005645751953,10.943504
878376,1.6130008697509766,10.162687
111882,1.635000228881836,9.354409
629017,2.5799999237060547,10.137604
647045,2.51400089263916,10.480836
241027,1.4939994812011719,9.494713
280896,2.5769996643066406,11.218798
492640,2.7399988174438477,9.767675
744772,1.085000991821289,9.2660475
161178,2.420999526977539,9.946418
738397,2.1040000915527344,10.709975
724060,1.4090003967285156,9.578992
234951,1.5860004425048828,9.591523
155582,2.328000068664551,10.327177
903136,2.0980005264282227,9.94312
732197,2.133000373840332,9.716725
662310,2.2950000762939453,9.773625
616249,1.8229999542236328,10.090442
876384,1.6170005798339844,9.772541
172407,1.4930000305175781,9.788483
782094,1.98699951171875,9.769072
412273,2.2150001525878906,9.267985
140673,1.738999366760254,9.74042
853628,2.981999397277832,11.315826
423024,2.4720001220703125,10.071241
132209,2.694000244140625,10.436711
526369,1.9569988250732422,10.721642
870889,2.4160003662109375,10.888932
277453,2.3889999389648438,10.1071005
203063,1.483999252319336,9.493536
678406,1.6000003814697266,9.645961
988136,2.621999740600586,10.715196
708619,1.8170013427734375,9.733673
312689,1.614999771118164,9.6026
415092,2.6530017852783203,10.2427025
527615,2.510000228881836,9.94392
701930,3.40000057220459,10.786408
503059,2.506000518798828,10.439314
759416,1.3549995422363281,8.9816885
291399,2.184000015258789,9.916123
706665,1.6310005187988281,9.07985
274957,2.655999183654785,11.1307335
479229,1.6170005798339844,9.5158
905904,3.1620006561279297,9.564208
499263,1.8090009689331055,10.387923
791498,1.894998550415039,9.99644
872036,2.129000663757324,10.462605
460134,2.628999710083008,10.040727
849714,2.7099990844726562,10.871403
393603,1.258000373840332,9.551443
115384,2.052999496459961,9.826295
218446,2.926999092102051,10.820886
309664,2.501999855041504,10.672833
515684,2.3700008392333984,9.701556
503504,1.7350006103515625,9.3969755
529727,2.6630001068115234,10.164648
907209,1.25,9.494723
783482,1.7179994583129883,9.680144
433019,1.8930015563964844,9.398309
936646,1.2770004272460938,9.500831
588480,2.3000011444091797,9.807324
903897,1.9829998016357422,10.16078
200659,2.341999053955078,9.57244
491490,2.4459991455078125,10.419881
770379,1.8049983978271484,10.260466
913628,2.1070003509521484,9.582483
206434,2.682000160217285,10.800104
338224,2.395000457763672,10.687482
779901,2.4330005645751953,10.3547945
801082,1.7790002822875977,10.844225
152889,2.440999984741211,10.392479
303457,2.052000045776367,10.072809
655959,1.7810001373291016,9.480853
161313,2.7980003356933594,10.463129
216068,1.180999755859375,8.88307
377559,1.3289985656738281,9.118083
161216,1.2520008087158203,9.421166
778721,1.9123868942260742,10.770052
552724,1.5599994659423828,9.258944
325266,2.430999755859375,10.213548
653722,1.1549997329711914,9.513568
444057,1.641000747680664,9.694297
659820,1.6199989318847656,9.475759
864589,1.9499998092651367,10.305688
106773,2.788999557495117,11.322709
467731,2.4169998168945312,9.519999
363277,2.819000244140625,11.026589
444068,3.2589988708496094,10.556602
982912,1.1609992980957031,8.930293
766582,2.3180007934570312,10.4582815
335546,2.6199989318847656,10.087422
684103,2.3839988708496094,10.163375
809902,1.276998519897461,9.096017
873487,0.9820003509521484,8.757373
739567,1.858999252319336,10.71506
929414,3.1440000534057617,10.576372
824705,1.4659996032714844,9.328879
124214,1.3680000305175781,9.598363
973680,0.17999935150146484,10.829368
830223,1.5719995498657227,9.806324
777862,1.555999755859375,9.751314
737782,2.5749998092651367,10.951295
579497,1.789999008178711,10.166144
927193,1.3819999694824219,9.016057
382898,1.5159988403320312,9.784794
522734,2.158000946044922,9.7687
371524,2.474000930786133,9.493161
456360,2.296999931335449,10.898324
421634,2.439999580383301,10.538053
502278,1.5900001525878906,9.506729
203829,2.470998764038086,9.746507
725459,1.9650001525878906,10.074111
382832,1.569000244140625,9.778435
292830,2.2870006561279297,10.687168
814653,2.6999998092651367,10.375396
323217,1.6140003204345703,9.691391
930674,2.4860000610351562,9.945736
564638,1.6870002746582031,9.802091
739974,1.8889999389648438,9.657577
687928,2.398000717163086,9.78823
588457,1.7569999694824219,9.412482
266874,1.3380012512207031,9.001293
185740,2.633999824523926,10.197471
559654,2.7079992294311523,10.402316
245249,2.5369997024536133,10.4886265
276215,2.3859996795654297,10.064103
956517,1.6349983215332031,9.992958
662257,2.054999351501465,10.909297
